CompanyID,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
617,Harris County Appraisal District,"Mountain View, CA",51 to 200 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
618,CHOP,"New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
619,UCSF Medical Center,"New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
620,Pacific Clinics,"New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
621,HIMSS,"New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
622,Telligen,"New York, NY",51 to 200 employees,1994,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
623,IPRO,"Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
624,HealthHelp,"Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
625,SAT Healthcare,"Park Ridge, IL",201 to 500 employees,1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
626,AbleTo,"Overland Park, KS",201 to 500 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
627,Hinge Health,"Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
628,CDO Technologies Inc,"Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
629,Greenphire,"Atlanta, GA",51 to 200 employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
630,VTS,"West Chester, OH",201 to 500 employees,1984,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
631,Enquero Inc,"Bengaluru, India",501 to 1000 employees,1992,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
632,Matlen Silver,"Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
633,DATA Inc.,"San Diego, CA",51 to 200 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
634,Indotronix International Corporation,"Farmington Hills, MI",201 to 500 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
635,Mindteck,"Farmington Hills, MI",201 to 500 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
636,"Computer Enterprises, Inc.","Denver, CO",51 to 200 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
637,TeamSoft,"Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
638,Revel IT,"San Francisco, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
639,Keywords Studios,"Edison, NJ",501 to 1000 employees,1990,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
640,System Soft Technologies,"El Segundo, CA",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
641,"Amyx, Inc.","Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
642,Celerity,"Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
643,IntraEdge,"Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
644,"TalentBurst, Inc.","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
645,Reliable Software Resources,"Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
646,ISHPI Information Technologies,"Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
647,Avani Technology Solutions,"Norcross, GA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
648,"Staffigo Technical Services, LLC","Chicago, IL",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
649,ApTask,"Richmond, VA",1001 to 5000 employees,1914,Nonprofit Organization,Banks & Credit Unions,Finance,$5 to $10 billion (USD)
650,CYNET SYSTEMS,"Lake Success, NY",10000+ employees,2007,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
651,Tek Leaders,"San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
652,Efinancial,"Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
653,Tandem Diabetes,"Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
654,VNA Health Group,"Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD)
655,"Public Health Foundation Enterprises, In","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
656,Patient Advocate Foundation,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
657,Invenergy,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
658,Vivint Solar,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
659,Shorenstein Realty Services L.P.,"Secaucus, NJ",10000+ employees,1967,Company - Public,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
660,Fragomen Worldwide,"Sacramento, CA",10000+ employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
661,Cepheid,"Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
662,Mosaic Sales Solutions,"Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
663,TransPerfect,"Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
664,RGP,"Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
665,Vaco Technology,"Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
666,Vaco,"Los Gatos, CA",1001 to 5000 employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
667,"Nesco Resource, LLC","Los Gatos, CA",1001 to 5000 employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
668,Artech LLC,"Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
669,Modis,"Santa Ana, CA",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
670,Beacon Hill Staffing Group,"Santa Ana, CA",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
671,Century Communities,"New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
672,University of California Berkeley,"New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
673,Washington Federal,"Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD)
674,The Paragon Group,"Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD)
675,Wintrust Financial,"Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD)
676,Axos Bank,"Oak Brook, IL",10000+ employees,2005,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD)
677,FINRA,"Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
678,Neuberger Berman,"Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
679,Freedom Financial Network,"New York, NY",10000+ employees,1985,Company - Public,TV Broadcast & Cable Networks,Media,$5 to $10 billion (USD)
680,"ServiceLink, a Black Knight Company","Santa Monica, CA",10000+ employees,1979,Company - Public,Video Games,Media,$5 to $10 billion (USD)
681,ServiceLink,"Waltham, MA",10000+ employees,1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD)
682,"LendingTree, LLC.","Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD)
683,Mount Sinai Medical Center,"Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD)
684,Shands Jacksonville,"Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD)
685,Community Behavioral Health,"Des Plaines, IL",1 to 50 employees,1988,Company - Private,Accounting,Accounting & Legal,$5 to $10 million (USD)
686,Ann & Robert H. Lurie Children's Hospital of Chicago,"Mountain View, CA",1 to 50 employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD)
687,Harris Computer,"Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD)
688,RealPage,"Los Angeles, CA",51 to 200 employees,2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
689,Neustar,"Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD)
690,Collabera,"Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD)
691,Lionbridge,"San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD)
692,American CyberSystems,"Dallas, TX",1 to 50 employees,1999,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 million (USD)
693,Perficient,"San Francisco, CA",51 to 200 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD)
694,Roku,"New York, NY",1 to 50 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
695,AvMed Health Plans,"Irving, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
696,Robert Bosch Tool Corporation,"San Diego, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
697,Zynga,"Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
698,Weston Solutions,"Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
699,Weston Solutions Inc.,"El Segundo, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
700,Empire Today,"Iselin, NJ",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
701,Transportation Insight,"Lakewood, CO",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
702,Flexport,"Lakewood, CO",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
703,"GenapSys, Inc.","Irving, TX",1 to 50 employees,2012,Nonprofit Organization,IT Services,Information Technology,$5 to $10 million (USD)
704,BTG,"Foster City, CA",51 to 200 employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD)
705,Arthur Lawrence,"Ridgeland, MS",501 to 1000 employees,1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD)
706,Anzu Global,"Goleta, CA",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
707,TalentCare,"Cary, NC",201 to 500 employees,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
708,Ongig,"Mechanicsburg, PA",201 to 500 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
709,BCforward,"Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD)
710,Black Knight Financial Services,"Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD)
711,Sun and Ski Sports,"Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
712,Roig Lawyers,"Columbia, MD",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
713,Perspecta,"Columbia, MD",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
714,Roar Digital,"Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
715,NCSA - Next College Student Athlete,"Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
716,Saama Technologies Inc,"Boston, MA",51 to 200 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
717,Cue,"Reston, VA",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
718,Perfect Day,"Sugar Land, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
719,ConnectiveRx,"Chicago, IL",201 to 500 employees,1857,Company - Private,Membership Organizations,Business Services,$50 to $100 million (USD)
720,Tempus Labs,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
721,AllianceRx Walgreens Prime,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
722,EVERSANA,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
723,Fleishman-Hillard Inc,"Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
724,Undertone,"Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
725,ERGO,"Grand Prairie, TX",51 to 200 employees,1991,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
726,ProMedia,"Boston, MA",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
727,Dot818,"London, United Kingdom",51 to 200 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
728,Bounce Exchange,"South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
729,ZS Associates,"South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
730,A2C Consulting,"Newark, CA",201 to 500 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
731,USDM Life Sciences,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
732,Na Ali'i,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
733,Quad Consultancy,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
734,AustinCSI,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
735,C2 GPS- Alamo Workforce,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
736,"ARK Solutions, Inc.","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
737,Counter Threat Solutions,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
738,Guidehouse,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
739,451 Research,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
740,Cactus Holdings,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
741,Guidepoint,"Tampa, FL",1001 to 5000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
742,Earnest Research,"Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
743,Riskified,"Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
744,DISQO,"Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
745,Epikso Inc,"Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
746,Epikso,"Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
747,Chenega Healthcare Services,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
748,Smith Hanley Associates,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
749,American Recruiting & Consulting Group,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
750,Fidelity TalentSource,"Los Angeles, CA",1001 to 5000 employees,2003,Nonprofit Organization,K-12 Education,Education,$50 to $100 million (USD)
751,Century Group (CA),"Austin, TX",501 to 1000 employees,1936,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD)
752,Open Systems Technologies (NYC),"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD)
753,Creative Data Resources,"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD)
754,Parker & Lynch,"Burr Ridge, IL",201 to 500 employees,2005,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD)
755,Atrium Staffing,"Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD)
756,i-CST,"Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD)
757,"ICST, LLC","Dallas, TX",201 to 500 employees,2013,Company - Private,Financial Transaction Processing,Finance,$50 to $100 million (USD)
758,Donnelly & Moore Corporation,"Chicago, IL",51 to 200 employees,2014,Company - Private,Lending,Finance,$50 to $100 million (USD)
759,Tech Finders,"London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD)
760,SNI Technology,"Bethesda, MD",201 to 500 employees,2003,Company - Private,Federal Agencies,Government,$50 to $100 million (USD)
761,Addison Group,"Houston, TX",501 to 1000 employees,1980,Government,Municipal Governments,Government,$50 to $100 million (USD)
762,Creative Circle,"Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
763,The Accuro Group,"San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
764,Green Key Resources,"West Des Moines, IA",501 to 1000 employees,1972,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
765,Abacus Service Corporation,"N New Hyde Park, NY",201 to 500 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
766,A-Line Staffing Solutions,"Santa Clara, CA",201 to 500 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
767,Voca,"Santa Clara, CA",201 to 500 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
768,Cypress HCM,"New York, NY",51 to 200 employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
769,Company Confidenital,"San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
770,InterSources Inc.,"Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
771,Piper Companies,"Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
772,SkillsetGroup - Professional Staffing Solutions,"King of Prussia, PA",201 to 500 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
773,LaBine & Associates,"New York, NY",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
774,Genesys Talent,"Milpitas, CA",501 to 1000 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
775,Averity,"Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
776,Sayva Solutions,"Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
777,Quinn Company CAT,"Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
778,"Quinn Group, Inc.","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
779,Peloton Interactive,"Rochester, NY",501 to 1000 employees,1986,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
780,Beautycounter,"Bengaluru, India",1001 to 5000 employees,1991,Company - Public,IT Services,Information Technology,$50 to $100 million (USD)
781,Wider Circle,"Pittsburgh, PA",501 to 1000 employees,1992,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
782,LiveGlam,"Middleton, WI",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
783,University of Pennsylvania,"Dublin, OH",201 to 500 employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
784,UC San Diego,"Dublin, Ireland",5001 to 10000 employees,1998,Company - Public,IT Services,Information Technology,$50 to $100 million (USD)
785,University of Illinois at Chicago,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
786,Course Hero,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
787,OnlineMedEd,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
788,TutorMe,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
789,Chicago Public Schools,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
790,City National Bank,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
791,City National Corporation,"Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
792,Remitly,"Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
793,Chime,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
794,Dave,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
795,Jordan & Jordan,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
796,Robinhood,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
797,Gemini,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
798,Teacher Retirement System of Texas,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
799,Western Asset,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
800,Vanguard,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
801,Geller & Company,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
802,Guggenheim Partners,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
803,Two Sigma,"Mount Pleasant, SC",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
804,The Voleon Group,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
805,Point72,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
806,Truist,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
807,OneMain Financial,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
808,Vervent,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
809,SoFi,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
810,Upstart,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
811,Credible,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
812,Home Point Financial,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
813,Trivest,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
814,Army Houston Recruiting Battalion,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
815,Federal Reserve Bank (FRB),"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
816,Government Accountability Office,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
817,United Nations,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
818,Chicago,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
819,Legislative Branch,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
820,Texas Health & Human Services Commission,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
821,Texas Health and Human Services Commission,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
822,Texas Water Development Board,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
823,TxDOT,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
824,University of Illinois Hospital & Health Sciences System,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
825,Cooper University Health Care,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
